label,level,F,G,H,allocation_vector,utilities_vector,log_utilities_vector,pruned,prune_reason
N1,0,28.6473,0.0,28.6473,"[None, None, None, None, None, None, None, None, None, None]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]",False,
N2,1,28.6076,5.9661,22.6414,"[None, None, None, None, 0, None, None, None, None, None]","[389, 0, 0, 0, 0]","[5.9661, 0.0, 0.0, 0.0, 0.0]",False,
S3,2,27.8488,6.5862,21.2627,"[0, None, None, None, 0, None, None, None, None, None]","[724, 0, 0, 0, 0]","[6.5862, 0.0, 0.0, 0.0, 0.0]",False,
S4,2,28.0839,11.2391,16.8447,"[1, None, None, None, 0, None, None, None, None, None]","[389, 194, 0, 0, 0]","[5.9661, 5.273, 0.0, 0.0, 0.0]",False,
N7,2,28.4073,11.6009,16.8064,"[2, None, None, None, 0, None, None, None, None, None]","[389, 0, 279, 0, 0]","[5.9661, 0.0, 5.6348, 0.0, 0.0]",False,
S11,3,27.944,11.9556,15.9885,"[2, None, None, None, 0, 0, None, None, None, None]","[555, 0, 279, 0, 0]","[6.3208, 0.0, 5.6348, 0.0, 0.0]",False,
S12,3,28.1412,16.4372,11.704,"[2, None, None, None, 0, 1, None, None, None, None]","[389, 125, 279, 0, 0]","[5.9661, 4.8363, 5.6348, 0.0, 0.0]",False,
S13,3,28.0945,12.106,15.9885,"[2, None, None, None, 0, 2, None, None, None, None]","[389, 0, 463, 0, 0]","[5.9661, 0.0, 6.1399, 0.0, 0.0]",False,
N50,3,28.2247,16.5914,11.6334,"[2, None, None, None, 0, 3, None, None, None, None]","[389, 0, 279, 146, 0]","[5.9661, 0.0, 5.6348, 4.9904, 0.0]",False,
S149,4,27.8296,16.9351,10.8945,"[2, None, None, None, 0, 3, None, None, 0, None]","[549, 0, 279, 146, 0]","[6.3099, 0.0, 5.6348, 4.9904, 0.0]",False,
S150,4,28.0883,21.4892,6.5991,"[2, None, None, None, 0, 3, None, None, 1, None]","[389, 133, 279, 146, 0]","[5.9661, 4.8978, 5.6348, 4.9904, 0.0]",False,
S151,4,27.9424,17.0479,10.8945,"[2, None, None, None, 0, 3, None, None, 2, None]","[389, 0, 441, 146, 0]","[5.9661, 0.0, 6.0913, 4.9904, 0.0]",False,
N75,4,28.187,17.3503,10.8366,"[2, None, None, None, 0, 3, None, None, 3, None]","[389, 0, 279, 313, 0]","[5.9661, 0.0, 5.6348, 5.7494, 0.0]",False,
S256,5,27.8967,17.5786,10.3181,"[2, None, 0, None, 0, 3, None, None, 3, None]","[489, 0, 279, 313, 0]","[6.1944, 0.0, 5.6348, 5.7494, 0.0]",False,
S257,5,27.9319,21.2624,6.6696,"[2, None, 1, None, 0, 3, None, None, 3, None]","[389, 49, 279, 313, 0]","[5.9661, 3.912, 5.6348, 5.7494, 0.0]",False,
S258,5,27.9817,17.6636,10.3181,"[2, None, 2, None, 0, 3, None, None, 3, None]","[389, 0, 382, 313, 0]","[5.9661, 0.0, 5.948, 5.7494, 0.0]",False,
S259,5,27.903,17.5849,10.3181,"[2, None, 3, None, 0, 3, None, None, 3, None]","[389, 0, 279, 396, 0]","[5.9661, 0.0, 5.6348, 5.9839, 0.0]",False,
S260,5,28.0012,21.5092,6.492,"[2, None, 4, None, 0, 3, None, None, 3, None]","[389, 0, 279, 313, 63]","[5.9661, 0.0, 5.6348, 5.7494, 4.1589]",False,
S152,4,28.076,21.4666,6.6094,"[2, None, None, None, 0, 3, None, None, 4, None]","[389, 0, 279, 146, 130]","[5.9661, 0.0, 5.6348, 4.9904, 4.8752]",False,
N8,3,28.4073,16.8739,11.5334,"[2, None, None, None, 0, 4, None, None, None, None]","[389, 0, 279, 0, 194]","[5.9661, 0.0, 5.6348, 0.0, 5.273]",False,
S14,4,28.0613,17.2177,10.8436,"[2, None, None, None, 0, 4, None, None, 0, None]","[549, 0, 279, 0, 194]","[6.3099, 0.0, 5.6348, 0.0, 5.273]",False,
N29,4,28.2791,21.7718,6.5074,"[2, None, None, None, 0, 4, None, None, 1, None]","[389, 133, 279, 0, 194]","[5.9661, 4.8978, 5.6348, 0.0, 5.273]",False,
S75,5,28.0819,22.0,6.0819,"[2, None, 0, None, 0, 4, None, None, 1, None]","[489, 133, 279, 0, 194]","[6.1944, 4.8978, 5.6348, 0.0, 5.273]",False,
S76,5,28.0636,22.0834,5.9802,"[2, None, 1, None, 0, 4, None, None, 1, None]","[389, 182, 279, 0, 194]","[5.9661, 5.2095, 5.6348, 0.0, 5.273]",False,
N91,5,28.1669,22.085,6.0819,"[2, None, 2, None, 0, 4, None, None, 1, None]","[389, 133, 382, 0, 194]","[5.9661, 4.8978, 5.948, 0.0, 5.273]",False,
S322,6,27.7235,22.2303,5.4932,"[2, None, 2, None, 0, 4, None, 0, 1, None]","[450, 133, 382, 0, 194]","[6.1115, 4.8978, 5.948, 0.0, 5.273]",False,
S323,6,27.8117,22.4129,5.3987,"[2, None, 2, None, 0, 4, None, 1, 1, None]","[389, 185, 382, 0, 194]","[5.9661, 5.2257, 5.948, 0.0, 5.273]",False,
P38,6,27.6799,22.1867,5.4932,"[2, None, 2, None, 0, 4, None, 2, 1, None]","[389, 133, 423, 0, 194]","[5.9661, 4.8978, 6.0497, 0.0, 5.273]",True,אי-היתכנות EF1
N92,6,28.1669,26.8124,1.3545,"[2, None, 2, None, 0, 4, None, 3, 1, None]","[389, 133, 382, 112, 194]","[5.9661, 4.8978, 5.948, 4.7274, 5.273]",False,
S325,7,27.822,26.9797,0.8423,"[2, None, 2, None, 0, 4, None, 3, 1, 0]","[460, 133, 382, 112, 194]","[6.1334, 4.8978, 5.948, 4.7274, 5.273]",False,
S326,7,28.0074,27.2376,0.7698,"[2, None, 2, None, 0, 4, None, 3, 1, 1]","[389, 204, 382, 112, 194]","[5.9661, 5.323, 5.948, 4.7274, 5.273]",False,
S327,7,27.8991,27.0567,0.8423,"[2, None, 2, None, 0, 4, None, 3, 1, 2]","[389, 133, 488, 112, 194]","[5.9661, 4.8978, 6.1924, 4.7274, 5.273]",False,
S328,7,27.8783,27.1413,0.7371,"[2, None, 2, None, 0, 4, None, 3, 1, 3]","[389, 133, 382, 156, 194]","[5.9661, 4.8978, 5.948, 5.0562, 5.273]",False,
S329,7,27.8992,27.0569,0.8423,"[2, None, 2, None, 0, 4, None, 3, 1, 4]","[389, 133, 382, 112, 248]","[5.9661, 4.8978, 5.948, 4.7274, 5.5175]",False,
S324,6,28.0105,22.5224,5.4881,"[2, None, 2, None, 0, 4, None, 4, 1, None]","[389, 133, 382, 0, 301]","[5.9661, 4.8978, 5.948, 0.0, 5.7104]",False,
N64,5,28.2011,26.2026,1.9985,"[2, None, 3, None, 0, 4, None, None, 1, None]","[389, 133, 279, 83, 194]","[5.9661, 4.8978, 5.6348, 4.4308, 5.273]",False,
S208,6,27.8675,26.3479,1.5195,"[2, None, 3, None, 0, 4, None, 0, 1, None]","[450, 133, 279, 83, 194]","[6.1115, 4.8978, 5.6348, 4.4308, 5.273]",False,
S209,6,27.9535,26.5305,1.4231,"[2, None, 3, None, 0, 4, None, 1, 1, None]","[389, 185, 279, 83, 194]","[5.9661, 5.2257, 5.6348, 4.4308, 5.273]",False,
S210,6,27.8588,26.3392,1.5195,"[2, None, 3, None, 0, 4, None, 2, 1, None]","[389, 133, 320, 83, 194]","[5.9661, 4.8978, 5.7714, 4.4308, 5.273]",False,
N65,6,28.2011,27.0499,1.1512,"[2, None, 3, None, 0, 4, None, 3, 1, None]","[389, 133, 279, 195, 194]","[5.9661, 4.8978, 5.6348, 5.2781, 5.273]",False,
S212,7,27.9171,27.2171,0.6999,"[2, None, 3, None, 0, 4, None, 3, 1, 0]","[460, 133, 279, 195, 194]","[6.1334, 4.8978, 5.6348, 5.2781, 5.273]",False,
S213,7,28.0595,27.4751,0.5844,"[2, None, 3, None, 0, 4, None, 3, 1, 1]","[389, 204, 279, 195, 194]","[5.9661, 5.323, 5.6348, 5.2781, 5.273]",False,
S214,7,28.0709,27.3709,0.6999,"[2, None, 3, None, 0, 4, None, 3, 1, 2]","[389, 133, 385, 195, 194]","[5.9661, 4.8978, 5.9558, 5.2781, 5.273]",False,
S215,7,27.9446,27.2524,0.6922,"[2, None, 3, None, 0, 4, None, 3, 1, 3]","[389, 133, 279, 239, 194]","[5.9661, 4.8978, 5.6348, 5.4806, 5.273]",False,
S216,7,27.9858,27.2943,0.6915,"[2, None, 3, None, 0, 4, None, 3, 1, 4]","[389, 133, 279, 195, 248]","[5.9661, 4.8978, 5.6348, 5.2781, 5.5175]",False,
S211,6,28.1524,26.64,1.5124,"[2, None, 3, None, 0, 4, None, 4, 1, None]","[389, 133, 279, 83, 301]","[5.9661, 4.8978, 5.6348, 4.4308, 5.7104]",False,
S77,5,28.1193,22.0517,6.0676,"[2, None, 4, None, 0, 4, None, None, 1, None]","[389, 133, 279, 0, 257]","[5.9661, 4.8978, 5.6348, 0.0, 5.553]",False,
N87,4,28.174,17.3305,10.8436,"[2, None, None, None, 0, 4, None, None, 2, None]","[389, 0, 441, 0, 194]","[5.9661, 0.0, 6.0913, 0.0, 5.273]",False,
S303,5,27.8768,17.5587,10.3181,"[2, None, 0, None, 0, 4, None, None, 2, None]","[489, 0, 441, 0, 194]","[6.1944, 0.0, 6.0913, 0.0, 5.273]",False,
S304,5,27.9121,21.2425,6.6697,"[2, None, 1, None, 0, 4, None, None, 2, None]","[389, 49, 441, 0, 194]","[5.9661, 3.912, 6.0913, 0.0, 5.273]",False,
S305,5,27.858,17.5399,10.3181,"[2, None, 2, None, 0, 4, None, None, 2, None]","[389, 0, 544, 0, 194]","[5.9661, 0.0, 6.3008, 0.0, 5.273]",False,
S306,5,28.0797,21.7613,6.3184,"[2, None, 3, None, 0, 4, None, None, 2, None]","[389, 0, 441, 83, 194]","[5.9661, 0.0, 6.0913, 4.4308, 5.273]",False,
S307,5,27.9285,17.6104,10.3181,"[2, None, 4, None, 0, 4, None, None, 2, None]","[389, 0, 441, 0, 257]","[5.9661, 0.0, 6.0913, 0.0, 5.553]",False,
N9,4,28.4071,21.9979,6.4092,"[2, None, None, None, 0, 4, None, None, 3, None]","[389, 0, 279, 167, 194]","[5.9661, 0.0, 5.6348, 5.124, 5.273]",False,
N54,5,28.2244,22.2262,5.9982,"[2, None, 0, None, 0, 4, None, None, 3, None]","[489, 0, 279, 167, 194]","[6.1944, 0.0, 5.6348, 5.124, 5.273]",False,
S166,6,27.8091,22.3435,5.4656,"[2, None, 0, None, 0, 4, None, 0, 3, None]","[550, 0, 279, 167, 194]","[6.3117, 0.0, 5.6348, 5.124, 5.273]",False,
S167,6,27.9643,26.1965,1.7678,"[2, None, 0, None, 0, 4, None, 1, 3, None]","[489, 52, 279, 167, 194]","[6.1944, 3.9703, 5.6348, 5.124, 5.273]",False,
S168,6,27.8284,22.3628,5.4656,"[2, None, 0, None, 0, 4, None, 2, 3, None]","[489, 0, 320, 167, 194]","[6.1944, 0.0, 5.7714, 5.124, 5.273]",False,
S169,6,28.1519,22.737,5.4149,"[2, None, 0, None, 0, 4, None, 3, 3, None]","[489, 0, 279, 279, 194]","[6.1944, 0.0, 5.6348, 5.6348, 5.273]",False,
S170,6,28.1197,22.6636,5.4561,"[2, None, 0, None, 0, 4, None, 4, 3, None]","[489, 0, 279, 167, 301]","[6.1944, 0.0, 5.6348, 5.124, 5.7104]",False,
N66,5,28.2011,25.9099,2.2912,"[2, None, 1, None, 0, 4, None, None, 3, None]","[389, 49, 279, 167, 194]","[5.9661, 3.912, 5.6348, 5.124, 5.273]",False,
S217,6,27.8675,26.0552,1.8122,"[2, None, 1, None, 0, 4, None, 0, 3, None]","[450, 49, 279, 167, 194]","[6.1115, 3.912, 5.6348, 5.124, 5.273]",False,
S218,6,27.9541,26.6229,1.3312,"[2, None, 1, None, 0, 4, None, 1, 3, None]","[389, 101, 279, 167, 194]","[5.9661, 4.625, 5.6348, 5.124, 5.273]",False,
S219,6,27.8588,26.0466,1.8122,"[2, None, 1, None, 0, 4, None, 2, 3, None]","[389, 49, 320, 167, 194]","[5.9661, 3.912, 5.7714, 5.124, 5.273]",False,
N79,6,28.1823,26.4207,1.7616,"[2, None, 1, None, 0, 4, None, 3, 3, None]","[389, 49, 279, 279, 194]","[5.9661, 3.912, 5.6348, 5.6348, 5.273]",False,
S271,7,27.8065,26.588,1.2185,"[2, None, 1, None, 0, 4, None, 3, 3, 0]","[460, 49, 279, 279, 194]","[6.1334, 3.912, 5.6348, 5.6348, 5.273]",False,
S272,7,28.0401,27.3045,0.7356,"[2, None, 1, None, 0, 4, None, 3, 3, 1]","[389, 120, 279, 279, 194]","[5.9661, 4.7958, 5.6348, 5.6348, 5.273]",False,
S273,7,27.9603,26.7418,1.2185,"[2, None, 1, None, 0, 4, None, 3, 3, 2]","[389, 49, 385, 279, 194]","[5.9661, 3.912, 5.9558, 5.6348, 5.273]",False,
S274,7,27.7852,26.5667,1.2185,"[2, None, 1, None, 0, 4, None, 3, 3, 3]","[389, 49, 279, 323, 194]","[5.9661, 3.912, 5.6348, 5.7807, 5.273]",False,
S275,7,27.851,26.6652,1.1858,"[2, None, 1, None, 0, 4, None, 3, 3, 4]","[389, 49, 279, 279, 248]","[5.9661, 3.912, 5.6348, 5.6348, 5.5175]",False,
S220,6,28.1501,26.3474,1.8027,"[2, None, 1, None, 0, 4, None, 4, 3, None]","[389, 49, 279, 167, 301]","[5.9661, 3.912, 5.6348, 5.124, 5.7104]",False,
N22,5,28.3093,22.3111,5.9982,"[2, None, 2, None, 0, 4, None, None, 3, None]","[389, 0, 382, 167, 194]","[5.9661, 0.0, 5.948, 5.124, 5.273]",False,
S51,6,27.922,22.4565,5.4656,"[2, None, 2, None, 0, 4, None, 0, 3, None]","[450, 0, 382, 167, 194]","[6.1115, 0.0, 5.948, 5.124, 5.273]",False,
S52,6,28.0493,26.2814,1.7678,"[2, None, 2, None, 0, 4, None, 1, 3, None]","[389, 52, 382, 167, 194]","[5.9661, 3.9703, 5.948, 5.124, 5.273]",False,
S53,6,27.8784,22.4128,5.4656,"[2, None, 2, None, 0, 4, None, 2, 3, None]","[389, 0, 423, 167, 194]","[5.9661, 0.0, 6.0497, 5.124, 5.273]",False,
N45,6,28.2369,22.822,5.4149,"[2, None, 2, None, 0, 4, None, 3, 3, None]","[389, 0, 382, 279, 194]","[5.9661, 0.0, 5.948, 5.6348, 5.273]",False,
S131,7,27.7038,22.9892,4.7146,"[2, None, 2, None, 0, 4, None, 3, 3, 0]","[460, 0, 382, 279, 194]","[6.1334, 0.0, 5.948, 5.6348, 5.273]",False,
S132,7,28.0947,27.0986,0.996,"[2, None, 2, None, 0, 4, None, 3, 3, 1]","[389, 71, 382, 279, 194]","[5.9661, 4.2767, 5.948, 5.6348, 5.273]",False,
P17,7,27.7809,23.0663,4.7146,"[2, None, 2, None, 0, 4, None, 3, 3, 2]","[389, 0, 488, 279, 194]","[5.9661, 0.0, 6.1924, 5.6348, 5.273]",True,אי-היתכנות EF1
P18,7,27.6825,22.9679,4.7146,"[2, None, 2, None, 0, 4, None, 3, 3, 3]","[389, 0, 382, 323, 194]","[5.9661, 0.0, 5.948, 5.7807, 5.273]",True,אי-היתכנות EF1
S133,7,27.7483,23.0664,4.6819,"[2, None, 2, None, 0, 4, None, 3, 3, 4]","[389, 0, 382, 279, 248]","[5.9661, 0.0, 5.948, 5.6348, 5.5175]",False,
N62,6,28.2047,22.7486,5.4561,"[2, None, 2, None, 0, 4, None, 4, 3, None]","[389, 0, 382, 167, 301]","[5.9661, 0.0, 5.948, 5.124, 5.7104]",False,
S200,7,27.654,22.9158,4.7382,"[2, None, 2, None, 0, 4, None, 4, 3, 0]","[460, 0, 382, 167, 301]","[6.1334, 0.0, 5.948, 5.124, 5.7104]",False,
S201,7,28.0449,27.0252,1.0196,"[2, None, 2, None, 0, 4, None, 4, 3, 1]","[389, 71, 382, 167, 301]","[5.9661, 4.2767, 5.948, 5.124, 5.7104]",False,
P24,7,27.7311,22.9929,4.7382,"[2, None, 2, None, 0, 4, None, 4, 3, 2]","[389, 0, 488, 167, 301]","[5.9661, 0.0, 6.1924, 5.124, 5.7104]",True,אי-היתכנות EF1
S202,7,27.6838,22.9812,4.7026,"[2, None, 2, None, 0, 4, None, 4, 3, 3]","[389, 0, 382, 211, 301]","[5.9661, 0.0, 5.948, 5.3566, 5.7104]",False,
P25,7,27.6513,22.9131,4.7382,"[2, None, 2, None, 0, 4, None, 4, 3, 4]","[389, 0, 382, 167, 355]","[5.9661, 0.0, 5.948, 5.124, 5.8749]",True,אי-היתכנות EF1
N23,5,28.3081,22.3994,5.9087,"[2, None, 3, None, 0, 4, None, None, 3, None]","[389, 0, 279, 250, 194]","[5.9661, 0.0, 5.6348, 5.5255, 5.273]",False,
S54,6,27.9603,22.5447,5.4156,"[2, None, 3, None, 0, 4, None, 0, 3, None]","[450, 0, 279, 250, 194]","[6.1115, 0.0, 5.6348, 5.5255, 5.273]",False,
S55,6,28.0875,26.3697,1.7178,"[2, None, 3, None, 0, 4, None, 1, 3, None]","[389, 52, 279, 250, 194]","[5.9661, 3.9703, 5.6348, 5.5255, 5.273]",False,
S56,6,27.9516,22.536,5.4156,"[2, None, 3, None, 0, 4, None, 2, 3, None]","[389, 0, 320, 250, 194]","[5.9661, 0.0, 5.7714, 5.5255, 5.273]",False,
N78,6,28.1833,22.7683,5.4149,"[2, None, 3, None, 0, 4, None, 3, 3, None]","[389, 0, 279, 362, 194]","[5.9661, 0.0, 5.6348, 5.8944, 5.273]",False,
P28,7,27.6502,22.9356,4.7146,"[2, None, 3, None, 0, 4, None, 3, 3, 0]","[460, 0, 279, 362, 194]","[6.1334, 0.0, 5.6348, 5.8944, 5.273]",True,אי-היתכנות EF1
S270,7,28.041,27.045,0.996,"[2, None, 3, None, 0, 4, None, 3, 3, 1]","[389, 71, 279, 362, 194]","[5.9661, 4.2767, 5.6348, 5.8944, 5.273]",False,
P29,7,27.804,23.0894,4.7146,"[2, None, 3, None, 0, 4, None, 3, 3, 2]","[389, 0, 385, 362, 194]","[5.9661, 0.0, 5.9558, 5.8944, 5.273]",True,אי-היתכנות EF1
P30,7,27.5973,22.8827,4.7146,"[2, None, 3, None, 0, 4, None, 3, 3, 3]","[389, 0, 279, 406, 194]","[5.9661, 0.0, 5.6348, 6.0088, 5.273]",True,אי-היתכנות EF1
P31,7,27.6947,23.0128,4.6819,"[2, None, 3, None, 0, 4, None, 3, 3, 4]","[389, 0, 279, 362, 248]","[5.9661, 0.0, 5.6348, 5.8944, 5.5175]",True,אי-היתכנות EF1
N70,6,28.1961,22.8368,5.3593,"[2, None, 3, None, 0, 4, None, 4, 3, None]","[389, 0, 279, 250, 301]","[5.9661, 0.0, 5.6348, 5.5255, 5.7104]",False,
S234,7,27.6851,23.0041,4.681,"[2, None, 3, None, 0, 4, None, 4, 3, 0]","[460, 0, 279, 250, 301]","[6.1334, 0.0, 5.6348, 5.5255, 5.7104]",False,
S235,7,28.0759,27.1135,0.9624,"[2, None, 3, None, 0, 4, None, 4, 3, 1]","[389, 71, 279, 250, 301]","[5.9661, 4.2767, 5.6348, 5.5255, 5.7104]",False,
S236,7,27.8388,23.1579,4.6809,"[2, None, 3, None, 0, 4, None, 4, 3, 2]","[389, 0, 385, 250, 301]","[5.9661, 0.0, 5.9558, 5.5255, 5.7104]",False,
P26,7,27.6678,22.9983,4.6695,"[2, None, 3, None, 0, 4, None, 4, 3, 3]","[389, 0, 279, 294, 301]","[5.9661, 0.0, 5.6348, 5.687, 5.7104]",True,אי-היתכנות EF1
P27,7,27.6823,23.0013,4.681,"[2, None, 3, None, 0, 4, None, 4, 3, 4]","[389, 0, 279, 250, 355]","[5.9661, 0.0, 5.6348, 5.5255, 5.8749]",True,אי-היתכנות EF1
N44,5,28.2371,22.2779,5.9592,"[2, None, 4, None, 0, 4, None, None, 3, None]","[389, 0, 279, 167, 257]","[5.9661, 0.0, 5.6348, 5.124, 5.553]",False,
S126,6,27.8793,22.4232,5.4561,"[2, None, 4, None, 0, 4, None, 0, 3, None]","[450, 0, 279, 167, 257]","[6.1115, 0.0, 5.6348, 5.124, 5.553]",False,
S127,6,28.0065,26.2482,1.7583,"[2, None, 4, None, 0, 4, None, 1, 3, None]","[389, 52, 279, 167, 257]","[5.9661, 3.9703, 5.6348, 5.124, 5.553]",False,
S128,6,27.8706,22.4145,5.4561,"[2, None, 4, None, 0, 4, None, 2, 3, None]","[389, 0, 320, 167, 257]","[5.9661, 0.0, 5.7714, 5.124, 5.553]",False,
S129,6,28.1458,22.7887,5.3571,"[2, None, 4, None, 0, 4, None, 3, 3, None]","[389, 0, 279, 279, 257]","[5.9661, 0.0, 5.6348, 5.6348, 5.553]",False,
S130,6,28.0809,22.6248,5.4561,"[2, None, 4, None, 0, 4, None, 4, 3, None]","[389, 0, 279, 167, 364]","[5.9661, 0.0, 5.6348, 5.124, 5.8999]",False,
N57,4,28.2214,17.3848,10.8366,"[2, None, None, None, 0, 4, None, None, 4, None]","[389, 0, 279, 0, 324]","[5.9661, 0.0, 5.6348, 0.0, 5.7838]",False,
S179,5,27.9311,17.613,10.3181,"[2, None, 0, None, 0, 4, None, None, 4, None]","[489, 0, 279, 0, 324]","[6.1944, 0.0, 5.6348, 0.0, 5.7838]",False,
S180,5,27.9663,21.2968,6.6696,"[2, None, 1, None, 0, 4, None, None, 4, None]","[389, 49, 279, 0, 324]","[5.9661, 3.912, 5.6348, 0.0, 5.7838]",False,
S181,5,28.0161,17.698,10.3181,"[2, None, 2, None, 0, 4, None, None, 4, None]","[389, 0, 382, 0, 324]","[5.9661, 0.0, 5.948, 0.0, 5.7838]",False,
S182,5,28.1307,21.8156,6.3151,"[2, None, 3, None, 0, 4, None, None, 4, None]","[389, 0, 279, 83, 324]","[5.9661, 0.0, 5.6348, 4.4308, 5.7838]",False,
S183,5,27.8801,17.5619,10.3181,"[2, None, 4, None, 0, 4, None, None, 4, None]","[389, 0, 279, 0, 387]","[5.9661, 0.0, 5.6348, 0.0, 5.961]",False,
S5,2,28.0799,11.234,16.8459,"[3, None, None, None, 0, None, None, None, None, None]","[389, 0, 0, 193, 0]","[5.9661, 0.0, 0.0, 5.2679, 0.0]",False,
N3,2,28.5155,11.7091,16.8064,"[4, None, None, None, 0, None, None, None, None, None]","[389, 0, 0, 0, 311]","[5.9661, 0.0, 0.0, 0.0, 5.743]",False,
S6,3,28.0523,12.0638,15.9885,"[4, None, None, None, 0, 0, None, None, None, None]","[555, 0, 0, 0, 311]","[6.3208, 0.0, 0.0, 0.0, 5.743]",False,
N37,3,28.2494,16.5454,11.704,"[4, None, None, None, 0, 1, None, None, None, None]","[389, 125, 0, 0, 311]","[5.9661, 4.8363, 0.0, 0.0, 5.743]",False,
S99,4,27.8306,16.8892,10.9414,"[4, None, None, None, 0, 1, None, None, 0, None]","[549, 125, 0, 0, 311]","[6.3099, 4.8363, 0.0, 0.0, 5.743]",False,
S100,4,28.1026,17.266,10.8366,"[4, None, None, None, 0, 1, None, None, 1, None]","[389, 258, 0, 0, 311]","[5.9661, 5.5568, 0.0, 0.0, 5.743]",False,
N48,4,28.2292,21.6392,6.59,"[4, None, None, None, 0, 1, None, None, 2, None]","[389, 125, 162, 0, 311]","[5.9661, 4.8363, 5.0938, 0.0, 5.743]",False,
S141,5,28.0072,21.8674,6.1397,"[4, None, 0, None, 0, 1, None, None, 2, None]","[489, 125, 162, 0, 311]","[6.1944, 4.8363, 5.0938, 0.0, 5.743]",False,
S142,5,28.0016,21.9677,6.0339,"[4, None, 1, None, 0, 1, None, None, 2, None]","[389, 174, 162, 0, 311]","[5.9661, 5.1648, 5.0938, 0.0, 5.743]",False,
N52,5,28.2245,22.1289,6.0956,"[4, None, 2, None, 0, 1, None, None, 2, None]","[389, 125, 265, 0, 311]","[5.9661, 4.8363, 5.5835, 0.0, 5.743]",False,
S158,6,27.7877,22.2742,5.5134,"[4, None, 2, None, 0, 1, None, 0, 2, None]","[450, 125, 265, 0, 311]","[6.1115, 4.8363, 5.5835, 0.0, 5.743]",False,
S159,6,27.8572,22.4744,5.3828,"[4, None, 2, None, 0, 1, None, 1, 2, None]","[389, 177, 265, 0, 311]","[5.9661, 5.1818, 5.5835, 0.0, 5.743]",False,
P19,6,27.7857,22.2723,5.5134,"[4, None, 2, None, 0, 1, None, 2, 2, None]","[389, 125, 306, 0, 311]","[5.9661, 4.8363, 5.7268, 0.0, 5.743]",True,אי-היתכנות EF1
N53,6,28.2245,26.8563,1.3682,"[4, None, 2, None, 0, 1, None, 3, 2, None]","[389, 125, 265, 112, 311]","[5.9661, 4.8363, 5.5835, 4.7274, 5.743]",False,
S161,7,27.8843,27.0236,0.8608,"[4, None, 2, None, 0, 1, None, 3, 2, 0]","[460, 125, 265, 112, 311]","[6.1334, 4.8363, 5.5835, 4.7274, 5.743]",False,
S162,7,28.0698,27.3032,0.7665,"[4, None, 2, None, 0, 1, None, 3, 2, 1]","[389, 196, 265, 112, 311]","[5.9661, 5.2832, 5.5835, 4.7274, 5.743]",False,
S163,7,28.0525,27.1917,0.8608,"[4, None, 2, None, 0, 1, None, 3, 2, 2]","[389, 125, 371, 112, 311]","[5.9661, 4.8363, 5.9189, 4.7274, 5.743]",False,
S164,7,27.9435,27.1852,0.7584,"[4, None, 2, None, 0, 1, None, 3, 2, 3]","[389, 125, 265, 156, 311]","[5.9661, 4.8363, 5.5835, 5.0562, 5.743]",False,
S165,7,27.8767,27.0159,0.8608,"[4, None, 2, None, 0, 1, None, 3, 2, 4]","[389, 125, 265, 112, 365]","[5.9661, 4.8363, 5.5835, 4.7274, 5.9026]",False,
S160,6,27.9372,22.4238,5.5134,"[4, None, 2, None, 0, 1, None, 4, 2, None]","[389, 125, 265, 0, 418]","[5.9661, 4.8363, 5.5835, 0.0, 6.0379]",False,
S143,5,28.1469,26.07,2.0769,"[4, None, 3, None, 0, 1, None, None, 2, None]","[389, 125, 162, 83, 311]","[5.9661, 4.8363, 5.0938, 4.4308, 5.743]",False,
S144,5,27.9628,21.8231,6.1397,"[4, None, 4, None, 0, 1, None, None, 2, None]","[389, 125, 162, 0, 374]","[5.9661, 4.8363, 5.0938, 0.0, 5.9269]",False,
N38,4,28.2494,21.6694,6.58,"[4, None, None, None, 0, 1, None, None, 3, None]","[389, 125, 0, 167, 311]","[5.9661, 4.8363, 0.0, 5.124, 5.743]",False,
S102,5,28.0307,21.8977,6.133,"[4, None, 0, None, 0, 1, None, None, 3, None]","[489, 125, 0, 167, 311]","[6.1944, 4.8363, 0.0, 5.124, 5.743]",False,
S103,5,28.0234,21.9979,6.0255,"[4, None, 1, None, 0, 1, None, None, 3, None]","[389, 174, 0, 167, 311]","[5.9661, 5.1648, 0.0, 5.124, 5.743]",False,
N39,5,28.2494,26.3138,1.9356,"[4, None, 2, None, 0, 1, None, None, 3, None]","[389, 125, 103, 167, 311]","[5.9661, 4.8363, 4.6444, 5.124, 5.743]",False,
S106,6,27.9053,26.4591,1.4462,"[4, None, 2, None, 0, 1, None, 0, 3, None]","[450, 125, 103, 167, 311]","[6.1115, 4.8363, 4.6444, 5.124, 5.743]",False,
S107,6,27.9972,26.6593,1.3379,"[4, None, 2, None, 0, 1, None, 1, 3, None]","[389, 177, 103, 167, 311]","[5.9661, 5.1818, 4.6444, 5.124, 5.743]",False,
S108,6,27.9485,26.6461,1.3024,"[4, None, 2, None, 0, 1, None, 2, 3, None]","[389, 125, 144, 167, 311]","[5.9661, 4.8363, 4.9767, 5.124, 5.743]",False,
N43,6,28.2374,26.8246,1.4128,"[4, None, 2, None, 0, 1, None, 3, 3, None]","[389, 125, 103, 279, 311]","[5.9661, 4.8363, 4.6444, 5.6348, 5.743]",False,
