m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1
50,14,36.0891875841419,6818,1304,0.00012922286987304688,36.0891875841419,6818,1304,20.00007939338684,123639,0,0,False,False,True
50,15,36.197566588754455,6988,1228,0.00020313262939453125,36.197566588754455,6988,1228,20.55042290687561,118213,0,0,False,False,True
50,16,36.271854646182554,7088,1284,0.0003631114959716797,36.45767097545054,7340,1391,9.920854568481445,57495,1,1,True,True,True
50,17,36.10000012851626,6853,1191,0.00013017654418945312,36.23669769023762,7021,1355,7.704830646514893,50892,1,1,True,True,True
50,18,36.04877777784159,6804,1093,0.00012540817260742188,36.04877777784159,6804,1093,20.000072956085205,124796,0,0,False,False,True
50,19,36.153029210332065,6937,1185,0.00013113021850585938,36.35815620871066,7192,1377,9.983530759811401,64539,1,1,True,True,True
50,20,36.14522710729437,6913,1248,0.00012803077697753906,36.14522710729437,6913,1248,20.000009298324585,128221,0,0,False,False,True
50,21,36.318448511124686,7161,1232,0.0001239776611328125,36.318448511124686,7161,1232,20.000121593475342,121928,0,0,False,False,True
50,22,36.25039845446875,7079,1172,0.00013709068298339844,36.25039845446875,7079,1172,20.000078439712524,126756,0,0,False,False,True
50,23,36.154833788345314,6920,1268,0.0001347064971923828,36.38417718445386,7231,1397,0.17038393020629883,1252,1,1,True,True,True
50,24,36.21862734687749,7005,1265,0.00016355514526367188,36.21862734687749,7005,1265,20.001442432403564,126864,0,0,False,False,True
50,25,36.17446941225191,6937,1332,0.00012373924255371094,36.17446941225191,6937,1332,20.00014877319336,125030,0,0,False,False,True
50,26,36.425990541509194,7296,1368,0.00012564659118652344,36.425990541509194,7296,1368,20.000001668930054,127822,0,0,False,False,True
50,27,35.979079038117305,6703,1164,0.00012803077697753906,35.979079038117305,6703,1164,20.002336502075195,129440,0,0,False,False,True
50,28,36.09959261061762,6853,1224,0.00012445449829101562,36.09959261061762,6853,1224,20.000165462493896,127114,0,0,False,False,True
50,29,36.20966406621368,6997,1259,0.00015163421630859375,36.20966406621368,6997,1259,20.000053644180298,131395,0,0,False,False,True
50,30,36.07731931340004,6807,1281,0.0001227855682373047,36.346369535609064,7194,1318,19.72969889640808,125413,1,1,True,True,True
50,31,36.028807202029334,6749,1205,0.00014662742614746094,36.028807202029334,6749,1205,20.000049591064453,127097,0,0,False,False,True
50,32,36.05375854261388,6805,1098,0.00011968612670898438,36.05375854261388,6805,1098,20.000046968460083,128099,0,0,False,False,True
50,33,36.04818954382528,6792,1208,0.00016236305236816406,36.04818954382528,6792,1208,20.098904132843018,129464,0,0,False,False,True
50,34,36.17661839147851,6940,1308,0.00012421607971191406,36.17661839147851,6940,1308,20.00000524520874,124495,0,0,False,False,True
50,35,36.32864777968521,7173,1280,0.0001227855682373047,36.59991221051582,7551,1449,1.9170575141906738,14024,1,1,True,True,True
50,36,35.959550623816135,6656,1233,0.0001227855682373047,36.28397878345995,7085,1379,10.793488502502441,68679,1,1,True,True,True
50,37,36.43354816146887,7317,1324,0.00023365020751953125,36.55133205799141,7478,1435,1.3407025337219238,8868,1,1,True,True,True
50,38,36.17783025567416,6981,1135,0.00015854835510253906,36.17783025567416,6981,1135,20.00000262260437,115709,0,0,False,False,True
50,39,36.39279576950951,7257,1291,0.00012540817260742188,36.521117854904105,7430,1432,0.5975396633148193,4012,1,1,True,True,True
50,40,36.305237421108906,7142,1207,0.00020241737365722656,36.5496915470946,7477,1421,2.1087396144866943,13176,1,1,True,True,True
50,41,36.18362292401627,6953,1318,0.0002703666687011719,36.376330758539964,7224,1363,7.349435329437256,42602,1,1,True,True,True
50,42,36.13681603760244,6895,1251,0.00022149085998535156,36.13681603760244,6895,1251,20.000054836273193,123086,0,0,False,False,True
50,43,36.27627604917682,7086,1279,0.00012302398681640625,36.45462001430934,7340,1334,1.6459863185882568,11813,1,1,True,True,True
50,44,36.3644339824028,7234,1257,0.0001838207244873047,36.450653020006754,7331,1415,9.277762413024902,49327,1,1,True,True,True
50,45,36.28250108987333,7098,1253,0.0002491474151611328,36.47199974125799,7359,1428,13.638772964477539,79948,1,1,True,True,True
50,46,36.05128040370158,6770,1260,0.0001361370086669922,36.2525834551687,7048,1283,8.978140354156494,57307,1,1,True,True,True
50,47,36.30250561073602,7126,1277,0.0001220703125,36.46628636950122,7357,1328,9.508613348007202,63482,1,1,True,True,True
50,48,36.435868441063036,7327,1312,0.00012302398681640625,36.5545296938877,7483,1411,1.3887803554534912,9552,1,1,True,True,True
50,49,36.15774641756112,6920,1279,0.000125885009765625,36.15774641756112,6920,1279,20.000096797943115,119288,0,0,False,False,True
